elo,A_Nc3,C_bw100_Nc3,A_d3,C_bw100_d3,A_Ng5,C_bw100_Ng5,A_O-O,C_bw100_O-O
1675.0,0.04419998856175941,0.04145534667096242,0.02943000124926661,0.029158321755766523,0.04419998856175943,0.04145534667096245,0.0327619367852321,0.029892685740320384
1680.0,0.04419998856175943,0.04158036634175045,0.0294300012492666,0.029127275403156756,0.04419998856175941,0.04158036634175047,0.03276193678523211,0.030123617969345217
1685.0,0.04419998856175943,0.04168691839894989,0.029430001249266605,0.029093411199584533,0.04419998856175941,0.041686918398949904,0.03276193678523209,0.030337740623558342
1690.0,0.04419998856175942,0.041774967974999494,0.029430001249266615,0.029056537073422213,0.04419998856175942,0.04177496797499951,0.0327619367852321,0.030535419710121126
1695.0,0.04419998856175943,0.04184454826680419,0.02943000124926661,0.029016464006624054,0.04419998856175942,0.041844548266804206,0.0327619367852321,0.030717106466214526
1700.0,0.04419998856175941,0.041895751733633906,0.029430001249266605,0.028973008345617113,0.04419998856175944,0.041895751733633926,0.032761936785232114,0.030883320077006757
1705.0,0.04419998856175943,0.041928723377164065,0.029430001249266615,0.028925994605491293,0.04419998856175941,0.04192872337716408,0.03276193678523211,0.031034631957465305
1710.0,0.04419998856175942,0.04194365630644668,0.02943000124926661,0.028875258774025903,0.04419998856175944,0.0419436563064467,0.0327619367852321,0.03117165184333621
1715.0,0.04419998856175942,0.04194078966228129,0.029430001249266605,0.02882065210119892,0.044199988561759405,0.04194078966228132,0.032761936785232114,0.03129501581974348
1720.0,0.04419998856175942,0.041920408851263274,0.02943000124926661,0.028762045334293225,0.04419998856175941,0.04192040885126329,0.0327619367852321,0.031405376315371006
1725.0,0.04419998856175943,0.0418828479205968,0.029430001249266605,0.02869933332876354,0.04419998856175941,0.04188284792059682,0.032761936785232114,0.03150339400668329
1730.0,0.04419998856175944,0.041828493791443676,0.02943000124926661,0.028632439931375406,0.04419998856175942,0.04182849379144369,0.032761936785232114,0.03158973150954334
1735.0,0.04419998856175943,0.04175779196263085,0.0294300012492666,0.02856132299611335,0.04419998856175941,0.04175779196263087,0.03276193678523211,0.031665048683659325
1740.0,0.04419998856175942,0.04167125320057058,0.02943000124926661,0.02848597935702106,0.04419998856175943,0.04167125320057059,0.032761936785232114,0.03172999933707169
1745.0,0.04419998856175943,0.041569460649263285,0.02943000124926661,0.028406449548248794,0.04419998856175942,0.0415694606492633,0.032761936785232114,0.03178522909201742
1750.0,0.04419998856175943,0.04145307673165598,0.029430001249266615,0.028322822033544713,0.04419998856175944,0.04145307673165599,0.03276193678523211,0.03183137415890997
1755.0,0.04419998856175943,0.041322849176873795,0.02943000124926661,0.028235236689066242,0.04419998856175942,0.041322849176873816,0.03276193678523212,0.0318690607611463
1760.0,0.04419998856175941,0.04117961550376574,0.029430001249266605,0.028143887278610044,0.04419998856175941,0.041179615503765754,0.032761936785232114,0.0318989049596025
1765.0,0.04419998856175941,0.04102430532601643,0.029430001249266615,0.028049022672662505,0.04419998856175942,0.041024305326016454,0.0327619367852321,0.031921512641764425
1770.0,0.04419998856175943,0.0408579399221546,0.02943000124926661,0.027950946594582998,0.04419998856175946,0.04085793992215461,0.0327619367852321,0.03193747946615079
1775.0,0.04419998856175943,0.04068162863641099,0.029430001249266625,0.02785001572971589,0.04419998856175941,0.040681628636411005,0.03276193678523211,0.03194739058738538
1780.0,0.04419998856175944,0.04049656184063856,0.029430001249266605,0.027746636105196718,0.04419998856175942,0.04049656184063857,0.03276193678523213,0.031951820029773134
